Vax_percent,N_runs,AR_mean_percent,AR_sd_percent,AR_ci95_low_percent,AR_ci95_high_percent,Deaths_mean,Deaths_sd,Deaths_ci95_low,Deaths_ci95_high,PeakI_mean,PeakI_sd,PeakI_ci95_low,PeakI_ci95_high
0,100,92.3089777777778,6.79139193806513,90.977864957917,93.6400905976385,341.97,35.2541866558807,335.060179415447,348.879820584553,773.73,111.83590567425,751.810162487847,795.649837512153
60,100,28.6605777777778,6.53140173634087,27.380423037455,29.9407325181006,69.73,16.8803603532794,66.4214493707572,73.0385506292428,231.87,50.5306497648364,221.965992646092,241.774007353908
70,100,13.5835111111111,3.97228695361383,12.8049428682028,14.3620793540194,31.42,11.1447591524293,29.2356272061239,33.6043727938761,116.61,30.2374091001678,110.683467816367,122.536532183633
80,100,5.03115555555556,2.62504392647289,4.51664694596687,5.54566416514424,10.89,6.53953787018284,9.60825057744416,12.1717494225558,49.48,21.7164835221004,45.2235692296683,53.7364307703317
85,100,2.57386666666667,1.60378928769076,2.25952396627928,2.88820936705406,5.35,4.31669299161272,4.50392817364391,6.19607182635609,32.44,13.99229225053,29.6975107188961,35.1824892811039
90,100,1.14626666666667,0.847522794762389,0.980152198893238,1.31238113444009,2.18,2.21737855964372,1.74539380230983,2.61460619769017,20.85,6.20910865608183,19.633014703408,22.066985296592
92,100,0.718222222222222,0.587562489877597,0.603059974206213,0.833384470238231,1.02,1.45629944750662,0.734565308288703,1.3054346917113,18.89,3.13305930458723,18.2759203763009,19.5040796236991
95,100,0.484755555555555,0.476522404714393,0.391357164231534,0.578153946879576,0.66,1.28880180827391,0.407394845578314,0.912605154421686,17.94,2.5851948327413,17.4333018127827,18.4466981872173
