Mode,N,Replicates,lambda_inf,AUC_beta_daily,R0_CA_hat,SD,CI95_low,CI95_high
paper,150,1000,0.45,2.84547924780373,5.769,1.24466388562864,5.69185493312114,5.84614506687886
