Tier,QoI,Parameter,Parameter_display,S1_raw,ST_raw,S1_clipped,ST_clipped,S1_ci95_low,S1_ci95_high,ST_ci95_low,ST_ci95_high,QoI_variance,N_valid,Low_variance_flag
Tier1_within_host,AUC_beta,rho_Ab,\rho_{Ab},-0.000543819847038786,0.000264718375304489,0,0.000264718375304489,0,0.00288709786554619,2.29294474363948e-09,0.000639624745882487,17.9258615860609,1024,0
Tier1_within_host,AUC_beta,theta_Ab,\theta_{Ab},-0.000622985022898302,0.00024492133899256,0,0.00024492133899256,0,0.00269141524908884,1.44776822754131e-09,0.000694424587648705,17.9258615860609,1024,0
Tier1_within_host,AUC_beta,alpha_t,\alpha_t,-0.000407437501335876,0.00017771726318856,0,0.00017771726318856,0,0.00255073524028993,3.69327681345307e-09,0.000489026527154215,17.9258615860609,1024,0
Tier1_within_host,AUC_beta,alpha_R,\alpha_R,0.00256594463074261,0.000509817984386832,0.00256594463074261,0.000509817984386832,0,0.00776745385525458,9.77257899403278e-06,0.000979944657712613,17.9258615860609,1024,0
Tier1_within_host,AUC_beta,kappa17,\kappa_{17},0.00369672309485176,0.000740629978663372,0.00369672309485176,0.000740629978663372,0,0.0132359030990713,0.00010816858399196,0.00165273013545541,17.9258615860609,1024,0
Tier1_within_host,AUC_beta,t17,t_{17},0.00447673062273546,0.000669639350211563,0.00447673062273546,0.000669639350211563,0,0.0118658281147606,0.00017057644598789,0.00123229573835768,17.9258615860609,1024,0
Tier1_within_host,M_emergent,beta,\beta,-0.0835380857210454,0.361524942299652,0,0.361524942299652,0,0,0.287898731064804,0.450130186682121,0.000792086423927687,1024,0
Tier1_within_host,M_emergent,k,k,0.000452037964672814,0.00390428661513673,0.000452037964672814,0.00390428661513673,0,0.00201823557213935,0.0025761285116497,0.00529112980119138,0.000792086423927687,1024,0
Tier1_within_host,M_emergent,p,p,0.103384462629386,0.486581394978281,0.103384462629386,0.486581394978281,0.0604993617675308,0.151163195569973,0.380865616191159,0.615206335613831,0.000792086423927687,1024,0
Tier1_within_host,M_emergent,q,q,0.0912877550011152,0.517017504671133,0.0912877550011152,0.517017504671133,0.0530640816959165,0.138915434691011,0.412716654183483,0.66388898839536,0.000792086423927687,1024,0
Tier1_within_host,M_emergent,c,c,0.0534279160394071,0.509463406387865,0.0534279160394071,0.509463406387865,0.0116564062698325,0.0832312196176099,0.373117855537821,0.686627846253663,0.000792086423927687,1024,0
Tier1_within_host,M_emergent,delta,\delta,0.137398384138235,0.731726447079212,0.137398384138235,0.731726447079212,0.0482632028451562,0.250677539066905,0.579402416504786,0.919019488698886,0.000792086423927687,1024,0
Tier1_within_host,M_emergent,rho_R,\rho_R,0.000310113781109325,0.000871455828229681,0.000310113781109325,0.000871455828229681,0,0.00190082563860264,0.000525475358530928,0.00137583914231552,0.000792086423927687,1024,0
Tier1_within_host,M_emergent,mu_R,\mu_R,0.00021362805326656,0.000208084267408104,0.00021362805326656,0.000208084267408104,0,0.000614467024613546,1.74814875645271e-05,0.000588392826432187,0.000792086423927687,1024,0
Tier1_within_host,M_emergent,rho_Ab,\rho_{Ab},-5.09842221007784e-07,9.33420688389666e-07,0,9.33420688389666e-07,0,2.73976458508091e-05,1.67157072901858e-07,2.64697265336986e-06,0.000792086423927687,1024,0
Tier1_within_host,M_emergent,theta_Ab,\theta_{Ab},-1.13225202621129e-06,1.46433265871396e-08,0,1.46433265871396e-08,0,3.22299637270748e-06,6.36681225878761e-09,2.75318951296625e-08,0.000792086423927687,1024,0
Tier1_within_host,M_emergent,alpha_t,\alpha_t,0.000289084847512501,0.0127795435058721,0.000289084847512501,0.0127795435058721,0,0.00607787933171974,0.00676857283594918,0.0222385215042819,0.000792086423927687,1024,0
Tier1_within_host,M_emergent,alpha_R,\alpha_R,0.000190165132012111,0.0218309008339442,0.000190165132012111,0.0218309008339442,0,0.00739646534535056,0.013795098686292,0.0366145824196624,0.000792086423927687,1024,0
Tier1_within_host,M_emergent,kappa17,\kappa_{17},0.000312308510257834,0.000313925537115679,0.000312308510257834,0.000313925537115679,0,0.000751845198920037,4.55745695502945e-06,0.000962965657294097,0.000792086423927687,1024,0
Tier1_within_host,M_emergent,t17,t_{17},0.0144317519175581,0.0561014397734299,0.0144317519175581,0.0561014397734299,0,0.0334258596425628,0.0328493328156998,0.0845990957930502,0.000792086423927687,1024,0
