Tier,QoI,Parameter,Parameter_display,S1_raw,ST_raw,S1_clipped,ST_clipped,S1_ci95_low,S1_ci95_high,ST_ci95_low,ST_ci95_high,QoI_variance,N_valid,Low_variance_flag
Tier1_within_host,peak_V,beta,\beta,-0.90807369405708,0.276756568207707,0,0.276756568207707,0,0,0.257920388146035,0.29264561506616,897.171355277089,2048,0
Tier1_within_host,peak_V,k,k,0.0111582654181282,0.00518610552220043,0.0111582654181282,0.00518610552220043,0.00534289711777255,0.0183158895919792,0.0046404495771885,0.00566407299521353,897.171355277089,2048,0
Tier1_within_host,peak_V,p,p,0.407283533480909,0.42603321860635,0.407283533480909,0.42603321860635,0.32819572218969,0.486093868582619,0.397467610311967,0.450069199001882,897.171355277089,2048,0
Tier1_within_host,peak_V,q,q,0.0609245627350321,0.0448326555331566,0.0609245627350321,0.0448326555331566,0.0390958232481294,0.0848215404347326,0.0416089901214827,0.0489762524935732,897.171355277089,2048,0
Tier1_within_host,peak_V,c,c,0.228931919442509,0.244515365636904,0.228931919442509,0.244515365636904,0.17590745214994,0.285027010033221,0.230996860380517,0.259804497493188,897.171355277089,2048,0
Tier1_within_host,peak_V,delta,\delta,0.0223134635729498,0.0354606208171301,0.0223134635729498,0.0354606208171301,0.0018106104096946,0.0413043681299955,0.0331343108235989,0.0374289551407253,897.171355277089,2048,0
Tier1_within_host,peak_V,rho_R,\rho_R,-4.05861917427121e-07,2.68126440733477e-10,0,2.68126440733477e-10,0,1.29315678953228e-06,2.44056113181393e-10,2.98544069506459e-10,897.171355277089,2048,0
Tier1_within_host,peak_V,mu_R,\mu_R,4.77079577439055e-08,9.37729732300727e-11,4.77079577439055e-08,9.37729732300727e-11,0,7.821872380018e-07,8.00486458686578e-11,1.09276288878481e-10,897.171355277089,2048,0
Tier1_within_host,peak_V,rho_Ab,\rho_{Ab},1.47543524687591e-08,2.21989695677726e-13,1.47543524687591e-08,2.21989695677726e-13,0,4.25225687935664e-08,0,5.8311740423248e-13,897.171355277089,2048,0
Tier1_within_host,peak_V,theta_Ab,\theta_{Ab},5.10671838410818e-11,2.26532085098134e-18,5.10671838410818e-11,2.26532085098134e-18,0,1.4858457423393e-10,0,6.31332612162682e-18,897.171355277089,2048,0
